,Tweet,TOkens
1842," 🔁#Michigan US Senate #Election2020-Nov-3.Support Sen. GARY PETERS #MISEN, &amp; 👉RT!#YesW…","['🔁', '#', 'Michigan', 'US', 'Senate', '#', 'Election2020-Nov-3.Support', 'Sen.', 'GARY', 'PETERS', '#', 'MISEN', ',', '&', 'amp', ';', '👉RT', '!', '#', 'YesW…']"
1843, #Michigan Re-Elect🌟GARY PETERS🌟#MISENRegstr🎓https…,"['#', 'Michigan', 'Re-Elect🌟GARY', 'PETERS🌟', '#', 'MISENRegstr🎓https…']"
1844,#Politics #Government #Campaigns #Election2020 #NVcaucus2020 --&gt; Nevada results live: track the votes as they come… ,"['#', 'Politics', '#', 'Government', '#', 'Campaigns', '#', 'Election2020', '#', 'NVcaucus2020', '--', '&', 'gt', ';', 'Nevada', 'results', 'live', ':', 'track', 'the', 'votes', 'as', 'they', 'come…']"
1845," 🔁#NewHampshire US Senate #Election2020-Nov-3.Support Sen. JEANNE SHAHEEN #NHSen, &amp; 👉RT…","['🔁', '#', 'NewHampshire', 'US', 'Senate', '#', 'Election2020-Nov-3.Support', 'Sen.', 'JEANNE', 'SHAHEEN', '#', 'NHSen', ',', '&', 'amp', ';', '👉RT…']"
1846, #NewHampshire Re-Elect🌟Sen. JEANNE SHAHEEN🌟#NHSENRegstr…,"['#', 'NewHampshire', 'Re-Elect🌟Sen', '.', 'JEANNE', 'SHAHEEN🌟', '#', 'NHSENRegstr…']"
1847," 🔁#NewMexico U.S. Senator #Election2020-Nov-3.Support BEN RAY LUJÁN #NMSen, &amp; 👉RT!#NMp…","['🔁', '#', 'NewMexico', 'U.S', '.', 'Senator', '#', 'Election2020-Nov-3.Support', 'BEN', 'RAY', 'LUJÁN', '#', 'NMSen', ',', '&', 'amp', ';', '👉RT', '!', '#', 'NMp…']"
1848, #NewMexico Elect🌟BEN RAY LUJÁN🌟for #NMSENRegistr🎓…,"['#', 'NewMexico', 'Elect🌟BEN', 'RAY', 'LUJÁN🌟for', '#', 'NMSENRegistr🎓…']"
1849," 🔁#Maine U.S. Senate #Election2020-Nov-3.Support SARA GIDEON #MESEN, &amp; 👉RT!#YesWeCan #…","['🔁', '#', 'Maine', 'U.S.', 'Senate', '#', 'Election2020-Nov-3.Support', 'SARA', 'GIDEON', '#', 'MESEN', ',', '&', 'amp', ';', '👉RT', '!', '#', 'YesWeCan', '#', '…']"
1850, #Maine Elect🌟SARA GIDEON🌟 #MESENRegisterPolls 🎓h…,"['#', 'Maine', 'Elect🌟SARA', 'GIDEON🌟', '#', 'MESENRegisterPolls', '🎓h…']"
1851," 🔁#Colorado US Senate #Election2020-Nov-3.Support JOHN HICKENLOOPER #COSEN, &amp; 👉RT!#Yes…","['🔁', '#', 'Colorado', 'US', 'Senate', '#', 'Election2020-Nov-3.Support', 'JOHN', 'HICKENLOOPER', '#', 'COSEN', ',', '&', 'amp', ';', '👉RT', '!', '#', 'Yes…']"
1852, #Colorado Elect🌟JOHN HICKENLOOPER🌟#COSENRegisterPolls…,"['#', 'Colorado', 'Elect🌟JOHN', 'HICKENLOOPER🌟', '#', 'COSENRegisterPolls…']"
1853," 🔁#Iowa U.S. Senate #Election2020-Nov-3.Support THERESA GREENFIELD #IASEN, &amp; 👉RT!#YesW…","['🔁', '#', 'Iowa', 'U.S.', 'Senate', '#', 'Election2020-Nov-3.Support', 'THERESA', 'GREENFIELD', '#', 'IASEN', ',', '&', 'amp', ';', '👉RT', '!', '#', 'YesW…']"
1854,When the entrenched establishment is freaking out. Refuse to look at the #Rigging and will wonder why Trump again?… ,"['When', 'the', 'entrenched', 'establishment', 'is', 'freaking', 'out', '.', 'Refuse', 'to', 'look', 'at', 'the', '#', 'Rigging', 'and', 'will', 'wonder', 'why', 'Trump', 'again', '?', '…']"
1855, . is voting for . Here’s why. #Election2020 ,"['.', 'is', 'voting', 'for', '.', 'Here', '’', 's', 'why', '.', '#', 'Election2020']"
1856, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1857, #Iowa Elect🌟THERESA GREENFIELD🌟#IASENRegister🎓…,"['#', 'Iowa', 'Elect🌟THERESA', 'GREENFIELD🌟', '#', 'IASENRegister🎓…']"
1858," 🔁#Arizona US Senate #Election2020-Nov-3.Support MARK KELLY #AZsen,&amp; 👉RT!#YesWeCan #Fl…","['🔁', '#', 'Arizona', 'US', 'Senate', '#', 'Election2020-Nov-3.Support', 'MARK', 'KELLY', '#', 'AZsen', ',', '&', 'amp', ';', '👉RT', '!', '#', 'YesWeCan', '#', 'Fl…']"
1859, #Arizona Elect🌟MARK KELLY🌟#AZSENRegstr🎓https:/…,"['#', 'Arizona', 'Elect🌟MARK', 'KELLY🌟', '#', 'AZSENRegstr🎓https', ':', '/…']"
1860," ""Socialists don’t like people to do things for themselves. Socialists like to get people dependent on the state. You never build a…","['``', 'Socialists', 'don', '’', 't', 'like', 'people', 'to', 'do', 'things', 'for', 'themselves', '.', 'Socialists', 'like', 'to', 'get', 'people', 'dependent', 'on', 'the', 'state', '.', 'You', 'never', 'build', 'a…']"
1861," 🔁#Kansas U.S. Senate #Election2020-Nov-3.Support BARBARA BOLLIER #KSSEN, &amp; 👉RT!#YesWe…","['🔁', '#', 'Kansas', 'U.S.', 'Senate', '#', 'Election2020-Nov-3.Support', 'BARBARA', 'BOLLIER', '#', 'KSSEN', ',', '&', 'amp', ';', '👉RT', '!', '#', 'YesWe…']"
1862,WHO Won't be fooled again.Change comes from the bottom up.No Oligarchs.#AggressiveProgressive Because we d… ,"['WHO', 'Wo', ""n't"", 'be', 'fooled', 'again.Change', 'comes', 'from', 'the', 'bottom', 'up.No', 'Oligarchs.', '#', 'AggressiveProgressive', 'Because', 'we', 'd…']"
1863," Excited to have received the endorsement of , which represents more than 310,000 teachers in #CA.I can't wait t…","['Excited', 'to', 'have', 'received', 'the', 'endorsement', 'of', ',', 'which', 'represents', 'more', 'than', '310,000', 'teachers', 'in', '#', 'CA.I', 'ca', ""n't"", 'wait', 't…']"
1864, BLOG: Cyber issues to look out for in the run up to the US Presidential Election#CyberCrime #US…,"['BLOG', ':', 'Cyber', 'issues', 'to', 'look', 'out', 'for', 'in', 'the', 'run', 'up', 'to', 'the', 'US', 'Presidential', 'Election', '#', 'CyberCrime', '#', 'US…']"
1865," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1866,RT : Just voted! #Election2020 #Changes ,"['RT', ':', 'Just', 'voted', '!', '#', 'Election2020', '#', 'Changes']"
1867,#Election2020#DONews #USA ELECTION2020,"['#', 'Election2020', '#', 'DONews', '#', 'USA', 'ELECTION2020']"
1868, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
1869, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
1870, I've got news for the Republican establishment. I've got news for the Democratic establishment… ,"['I', ""'ve"", 'got', 'news', 'for', 'the', 'Republican', 'establishment', '.', 'I', ""'ve"", 'got', 'news', 'for', 'the', 'Democratic', 'establishment…']"
1871," Cast my vote in Texas today. In good faith, I cannot support a frontrunner who's ideals I fundamentally disagree with (FJG and…","['Cast', 'my', 'vote', 'in', 'Texas', 'today', '.', 'In', 'good', 'faith', ',', 'I', 'can', 'not', 'support', 'a', 'frontrunner', 'who', ""'s"", 'ideals', 'I', 'fundamentally', 'disagree', 'with', '(', 'FJG', 'and…']"
1872,RT _: NOW HIRING -Trump Supporters! 💵Image is EVERYTHING. They have to keep the illusion ALIVE to intimidate the electorate an…,"['RT', '_', ':', 'NOW', 'HIRING', '-Trump', 'Supporters', '!', '💵Image', 'is', 'EVERYTHING', '.', 'They', 'have', 'to', 'keep', 'the', 'illusion', 'ALIVE', 'to', 'intimidate', 'the', 'electorate', 'an…']"
1873, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1874," Looks like...less than 3 weeks!👌🏻🤣👍🏻 Never stop being you, ...with each shovel load of #RussianCollusion you heap…","['Looks', 'like', '...', 'less', 'than', '3', 'weeks', '!', '👌🏻🤣👍🏻', 'Never', 'stop', 'being', 'you', ',', '...', 'with', 'each', 'shovel', 'load', 'of', '#', 'RussianCollusion', 'you', 'heap…']"
1875,Thanksand . #VoteCalifornia #Election2020,"['Thanksand', '.', '#', 'VoteCalifornia', '#', 'Election2020']"
1876, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
1877," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…","['Good', 'afternoon', ',', 'patriots', '!', 'I', 'think', 'I', 'may', 'be', 'under', 'a', 'shadowban', ',', 'at', 'least', 'as', 'of', 'yesterday', '...', 'but', 'that', ""'s"", 'not', 'going', 'to', 'stop', 'm…']"
1878, 2020 #Democratic Primary National Preference #Poll- NBC News / The Wallstreet Journal - Feb. 14-17 #election2020 #polls…,"['2020', '#', 'Democratic', 'Primary', 'National', 'Preference', '#', 'Poll-', 'NBC', 'News', '/', 'The', 'Wallstreet', 'Journal', '-', 'Feb.', '14-17', '#', 'election2020', '#', 'polls…']"
1879,"2020 Watch-Now: ⁦⁩ is at the #NevadaCaucus precinct site at the ⁦⁩ in Las Vegas, where vot… ","['2020', 'Watch-Now', ':', '\u2066\u2069', 'is', 'at', 'the', '#', 'NevadaCaucus', 'precinct', 'site', 'at', 'the', '\u2066\u2069', 'in', 'Las', 'Vegas', ',', 'where', 'vot…']"
1880, #VladimirPutin once again plans to decide the US #Election2020 through sabotage- Already paying dividends… ,"['#', 'VladimirPutin', 'once', 'again', 'plans', 'to', 'decide', 'the', 'US', '#', 'Election2020', 'through', 'sabotage-', 'Already', 'paying', 'dividends…']"
1881,Did you want Trump on his infamous ride with Putin? #BrokebackCongress #Election2020… ,"['Did', 'you', 'want', 'Trump', 'on', 'his', 'infamous', 'ride', 'with', 'Putin', '?', '#', 'BrokebackCongress', '#', 'Election2020…']"
1882, Come on ! This is UNBELIEVABLE ! Conservative Christians please help flip this Poll ! 🙏🙏#CCOT ,"['Come', 'on', '!', 'This', 'is', 'UNBELIEVABLE', '!', 'Conservative', 'Christians', 'please', 'help', 'flip', 'this', 'Poll', '!', '🙏🙏', '#', 'CCOT']"
1883, Your thoughts?,"['Your', 'thoughts', '?']"
1884,Christians let's flip this poll,"['Christians', 'let', ""'s"", 'flip', 'this', 'poll']"
1885,Need some Christians to add to this poll! Let’s even it up a bit. Vote and share!,"['Need', 'some', 'Christians', 'to', 'add', 'to', 'this', 'poll', '!', 'Let', '’', 's', 'even', 'it', 'up', 'a', 'bit', '.', 'Vote', 'and', 'share', '!']"
1886, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,"['The', '2020', 'primary', 'election', 'is', 'coming', 'up', '.', 'Make', 'sure', 'your', 'voter', 'registration', 'information', 'is', 'correct', 'and', 'up-to-date', 'before', 'you…']"
1887,Done! #ivoted #voted #democracy #election2020 #elections #civicduty #doyourpart #doyourjob #citizen #citizenship… ,"['Done', '!', '#', 'ivoted', '#', 'voted', '#', 'democracy', '#', 'election2020', '#', 'elections', '#', 'civicduty', '#', 'doyourpart', '#', 'doyourjob', '#', 'citizen', '#', 'citizenship…']"
1888, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
1889, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,"['WOW..', '😱😱🚨', '👉American', 'flag', 'is', 'REMOVED', 'before', 'debate', 'begins', '.', '💥This', 'is', 'a', 'slap', 'in', 'the', 'face', 'to', 'every', 'soldier', 'who', 'died', 'defending', 'thi…']"
1890, The 2020 primary election is coming up. Make sure your voter registration information is correct and up-to-date before you…,"['The', '2020', 'primary', 'election', 'is', 'coming', 'up', '.', 'Make', 'sure', 'your', 'voter', 'registration', 'information', 'is', 'correct', 'and', 'up-to-date', 'before', 'you…']"
1891, . is voting for . Here’s why. #Election2020 ,"['.', 'is', 'voting', 'for', '.', 'Here', '’', 's', 'why', '.', '#', 'Election2020']"
1892, Ok Christians!We are not ashamed of the gospel and boldly proclaim our Lord and Savior Jesus.Let’s flip this poll.Ple…,"['Ok', 'Christians', '!', 'We', 'are', 'not', 'ashamed', 'of', 'the', 'gospel', 'and', 'boldly', 'proclaim', 'our', 'Lord', 'and', 'Savior', 'Jesus.Let', '’', 's', 'flip', 'this', 'poll.Ple…']"
1893, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,"['Calling', 'on', 'Christians', 'to', 'FLIP', 'THIS', 'POLL', '!', '!', 'Please', '&', 'amp', ';', 'Thank', 'you', 'I', 'hope', 'you', 'have', 'a', 'blessed', 'day', '.']"
1894," Cast my vote in Texas today. In good faith, I cannot support a frontrunner who's ideals I fundamentally disagree with (FJG and…","['Cast', 'my', 'vote', 'in', 'Texas', 'today', '.', 'In', 'good', 'faith', ',', 'I', 'can', 'not', 'support', 'a', 'frontrunner', 'who', ""'s"", 'ideals', 'I', 'fundamentally', 'disagree', 'with', '(', 'FJG', 'and…']"
1895, ☀️Reminder: Make sure you’re registered to Vote! ☺️#ReclaimYourVote #election2020 #BlackHistoryMonth #TheAdultLife …,"['☀️Reminder', ':', 'Make', 'sure', 'you', '’', 're', 'registered', 'to', 'Vote', '!', '☺️', '#', 'ReclaimYourVote', '#', 'election2020', '#', 'BlackHistoryMonth', '#', 'TheAdultLife', '…']"
1896, I just helped an independent register as a Democrat! #Election2020,"['I', 'just', 'helped', 'an', 'independent', 'register', 'as', 'a', 'Democrat', '!', '#', 'Election2020']"
1897, #Election2020#DONews #USA ELECTION2020,"['#', 'Election2020', '#', 'DONews', '#', 'USA', 'ELECTION2020']"
1898," ""Socialists don’t like people to do things for themselves. Socialists like to get people dependent on the state. You never build a…","['``', 'Socialists', 'don', '’', 't', 'like', 'people', 'to', 'do', 'things', 'for', 'themselves', '.', 'Socialists', 'like', 'to', 'get', 'people', 'dependent', 'on', 'the', 'state', '.', 'You', 'never', 'build', 'a…']"
1899,RT : Thanksand . #VoteCalifornia #Election2020 ,"['RT', ':', 'Thanksand', '.', '#', 'VoteCalifornia', '#', 'Election2020']"
1900," 2020 Watch-Now: ⁦⁩ is at the #NevadaCaucus precinct site at the ⁦⁩ in Las Vegas, where voters…","['2020', 'Watch-Now', ':', '\u2066\u2069', 'is', 'at', 'the', '#', 'NevadaCaucus', 'precinct', 'site', 'at', 'the', '\u2066\u2069', 'in', 'Las', 'Vegas', ',', 'where', 'voters…']"
1901, Done! #ivoted #voted #democracy #election2020 #elections #civicduty #doyourpart #doyourjob #citizen #citizenship #values #putyo…,"['Done', '!', '#', 'ivoted', '#', 'voted', '#', 'democracy', '#', 'election2020', '#', 'elections', '#', 'civicduty', '#', 'doyourpart', '#', 'doyourjob', '#', 'citizen', '#', 'citizenship', '#', 'values', '#', 'putyo…']"
1902," Happy #CaucusDay #Nevada! If you’re not sure where to go or what to expect, this guide will help.FYI Check in: 10a, call to…","['Happy', '#', 'CaucusDay', '#', 'Nevada', '!', 'If', 'you', '’', 're', 'not', 'sure', 'where', 'to', 'go', 'or', 'what', 'to', 'expect', ',', 'this', 'guide', 'will', 'help.FYI', 'Check', 'in', ':', '10a', ',', 'call', 'to…']"
1903, . is voting for . Here’s why. #Election2020 ,"['.', 'is', 'voting', 'for', '.', 'Here', '’', 's', 'why', '.', '#', 'Election2020']"
1904," Looks like...less than 3 weeks!👌🏻🤣👍🏻 Never stop being you, ...with each shovel load of #RussianCollusion you heap…","['Looks', 'like', '...', 'less', 'than', '3', 'weeks', '!', '👌🏻🤣👍🏻', 'Never', 'stop', 'being', 'you', ',', '...', 'with', 'each', 'shovel', 'load', 'of', '#', 'RussianCollusion', 'you', 'heap…']"
1905,What to Watch For in The Nevada Democratic Caucuses #Election2020 ,"['What', 'to', 'Watch', 'For', 'in', 'The', 'Nevada', 'Democratic', 'Caucuses', '#', 'Election2020']"
1906,2020 Presidential Election News Update🗞:More departures expected at nation's top intelligence office… ,"['2020', 'Presidential', 'Election', 'News', 'Update🗞', ':', 'More', 'departures', 'expected', 'at', 'nation', ""'s"", 'top', 'intelligence', 'office…']"
1907, What to Watch For in The Nevada Democratic Caucuses #Election2020 ,"['What', 'to', 'Watch', 'For', 'in', 'The', 'Nevada', 'Democratic', 'Caucuses', '#', 'Election2020']"
1908, Don't take your vote with you!Check your vote and put your vote in the ballot box!You can be a Texas voter with…,"['Do', ""n't"", 'take', 'your', 'vote', 'with', 'you', '!', 'Check', 'your', 'vote', 'and', 'put', 'your', 'vote', 'in', 'the', 'ballot', 'box', '!', 'You', 'can', 'be', 'a', 'Texas', 'voter', 'with…']"
1909, What to Watch For in The Nevada Democratic Caucuses #Election2020 ,"['What', 'to', 'Watch', 'For', 'in', 'The', 'Nevada', 'Democratic', 'Caucuses', '#', 'Election2020']"
1910," Despite Trump's bellowing and posturing, the US trade deficits under Trump for the past two years are the worst trade defi…","['Despite', 'Trump', ""'s"", 'bellowing', 'and', 'posturing', ',', 'the', 'US', 'trade', 'deficits', 'under', 'Trump', 'for', 'the', 'past', 'two', 'years', 'are', 'the', 'worst', 'trade', 'defi…']"
1911, I’m endorsingfor Vice President. #Election2020,"['I', '’', 'm', 'endorsingfor', 'Vice', 'President', '.', '#', 'Election2020']"
1912, California Voters Read This!😱👇👇👇👇,"['California', 'Voters', 'Read', 'This', '!', '😱👇👇👇👇']"
1913, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
1914, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1915, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,"['Calling', 'on', 'Christians', 'to', 'FLIP', 'THIS', 'POLL', '!', '!', 'Please', '&', 'amp', ';', 'Thank', 'you', 'I', 'hope', 'you', 'have', 'a', 'blessed', 'day', '.']"
1916," #BernieSanders wants to take the richest people's money he says but, also wants to raise your taxes to 52% if you make over…","['#', 'BernieSanders', 'wants', 'to', 'take', 'the', 'richest', 'people', ""'s"", 'money', 'he', 'says', 'but', ',', 'also', 'wants', 'to', 'raise', 'your', 'taxes', 'to', '52', '%', 'if', 'you', 'make', 'over…']"
1917, Winning in democratic primaries is not the best evidence of electability in the general. These are different electorates. Bette…,"['Winning', 'in', 'democratic', 'primaries', 'is', 'not', 'the', 'best', 'evidence', 'of', 'electability', 'in', 'the', 'general', '.', 'These', 'are', 'different', 'electorates', '.', 'Bette…']"
1918,I joined Twitter to monitor the #SchoolChoice battle. I have been sucked into the political side; I am okay with th… ,"['I', 'joined', 'Twitter', 'to', 'monitor', 'the', '#', 'SchoolChoice', 'battle', '.', 'I', 'have', 'been', 'sucked', 'into', 'the', 'political', 'side', ';', 'I', 'am', 'okay', 'with', 'th…']"
1919," ""Socialists don’t like people to do things for themselves. Socialists like to get people dependent on the state. You never build a…","['``', 'Socialists', 'don', '’', 't', 'like', 'people', 'to', 'do', 'things', 'for', 'themselves', '.', 'Socialists', 'like', 'to', 'get', 'people', 'dependent', 'on', 'the', 'state', '.', 'You', 'never', 'build', 'a…']"
1920, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1921," Those watchdog groups, especially FOIA have a lot of Acrobrat/PDF Docs. I have 3 of Bipartisan revi… ","['Those', 'watchdog', 'groups', ',', 'especially', 'FOIA', 'have', 'a', 'lot', 'of', 'Acrobrat/PDF', 'Docs', '.', 'I', 'have', '3', 'of', 'Bipartisan', 'revi…']"
1922," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1923, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
1924," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1925, What to Watch For in The Nevada Democratic Caucuses #Election2020 ,"['What', 'to', 'Watch', 'For', 'in', 'The', 'Nevada', 'Democratic', 'Caucuses', '#', 'Election2020']"
1926," Nevada Independent: While A Sanders Victory Seems Likely, no One Knows How Nevada’s Democratic Caucus Will go Otherwise #E…","['Nevada', 'Independent', ':', 'While', 'A', 'Sanders', 'Victory', 'Seems', 'Likely', ',', 'no', 'One', 'Knows', 'How', 'Nevada', '’', 's', 'Democratic', 'Caucus', 'Will', 'go', 'Otherwise', '#', 'E…']"
1927," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1928,Dans ce nouveau podcast je décortique le portrait de #Bloomberg parsuret notamment son… ,"['Dans', 'ce', 'nouveau', 'podcast', 'je', 'décortique', 'le', 'portrait', 'de', '#', 'Bloomberg', 'parsuret', 'notamment', 'son…']"
1929, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
1930, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
1931,"#Bernie/#Warren take Democratic party back to legacy of FDR, carried on by Johnson domestically (civil/ voting righ… ","['#', 'Bernie/', '#', 'Warren', 'take', 'Democratic', 'party', 'back', 'to', 'legacy', 'of', 'FDR', ',', 'carried', 'on', 'by', 'Johnson', 'domestically', '(', 'civil/', 'voting', 'righ…']"
1932, Twitter suspends 70 Bloomberg-boosting accounts for violating company policy #Election2020 ,"['Twitter', 'suspends', '70', 'Bloomberg-boosting', 'accounts', 'for', 'violating', 'company', 'policy', '#', 'Election2020']"
1933, California Voters Read This!😱👇👇👇👇,"['California', 'Voters', 'Read', 'This', '!', '😱👇👇👇👇']"
1934, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,"['Calling', 'on', 'Christians', 'to', 'FLIP', 'THIS', 'POLL', '!', '!', 'Please', '&', 'amp', ';', 'Thank', 'you', 'I', 'hope', 'you', 'have', 'a', 'blessed', 'day', '.']"
1935, Ok Christians!We are not ashamed of the gospel and boldly proclaim our Lord and Savior Jesus.Let’s flip this poll.Ple…,"['Ok', 'Christians', '!', 'We', 'are', 'not', 'ashamed', 'of', 'the', 'gospel', 'and', 'boldly', 'proclaim', 'our', 'Lord', 'and', 'Savior', 'Jesus.Let', '’', 's', 'flip', 'this', 'poll.Ple…']"
1936, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1937," Bernie Sanders to visiton Thursday, five days before the March 3 primary #Election2020 ","['Bernie', 'Sanders', 'to', 'visiton', 'Thursday', ',', 'five', 'days', 'before', 'the', 'March', '3', 'primary', '#', 'Election2020']"
1938," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾', '…']"
1939,I just decided who I’m voting for based on what taco shop they went to #Election2020 🌮,"['I', 'just', 'decided', 'who', 'I', '’', 'm', 'voting', 'for', 'based', 'on', 'what', 'taco', 'shop', 'they', 'went', 'to', '#', 'Election2020', '🌮']"
1940, Let’s flip this poll!! #patriots #TrumpPence2020 Please answer then retweet !! #GodisGood #GodIsLove,"['Let', '’', 's', 'flip', 'this', 'poll', '!', '!', '#', 'patriots', '#', 'TrumpPence2020', 'Please', 'answer', 'then', 'retweet', '!', '!', '#', 'GodisGood', '#', 'GodIsLove']"
1941,"#POTUS Donald Trumps style of leadership, diplomacy, and oratory are appalling. D or R, I want a #POTUS who will up… ","['#', 'POTUS', 'Donald', 'Trumps', 'style', 'of', 'leadership', ',', 'diplomacy', ',', 'and', 'oratory', 'are', 'appalling', '.', 'D', 'or', 'R', ',', 'I', 'want', 'a', '#', 'POTUS', 'who', 'will', 'up…']"
